996,578,1,692,275
1035,601,2,703,1
589,362,3,713,52
690,259,4,722,58
768,234,5,730,63
924,618,6,737,68
1006,754,7,742,72
1018,798,8,749,75
1002,802,9,755,77
1019,766,10,760,81
1048,688,11,767,84
1064,628,12,772,86
1062,610,13,778,90
1057,606,14,783,93
1068,596,21,823,113
1075,598,22,830,116
1066,588,23,835,118
1052,568,24,841,121
1032,558,25,845,124
1015,558,26,852,127
1008,561,27,857,129
955,552,28,862,133
927,543,29,868,135
886,536,30,873,137
818,542,31,878,140
763,553,32,883,143
736,557,33,889,145
725,560,34,894,148
720,564,35,899,151
719,563,36,904,154
720,562,37,909,156
722,561,38,914,158
725,560,39,920,161
726,560,40,926,163
720,575,48,970,186
690,593,49,976,189
630,597,50,981,192
580,592,51,988,195
565,586,52,992,197
547,575,53,999,200
515,552,54,1003,203
478,533,55,1010,206
452,536,56,1015,208
394,531,57,1021,212
366,525,58,1026,214
360,523,59,1032,217
361,522,60,1037,220
364,522,61,1043,223
367,522,62,1048,225
368,522,63,1054,228
358,523,64,1059,230
361,533,65,1064,234
356,539,66,1070,236
370,534,67,1075,239
385,498,68,1080,242
399,464,69,1087,244
427,431,70,1091,247
476,406,71,1098,250
519,408,72,1102,252
617,459,73,1107,256
668,494,74,1113,258
696,522,75,1118,260
708,536,76,1124,263
709,540,77,1129,265
706,539,78,1133,269
706,537,79,1140,271
724,538,80,1144,273
799,561,81,1149,277
856,580,82,1155,279
906,595,83,1162,281
980,611,84,1166,284
1040,632,85,1171,287
1071,643,86,1177,290
1070,644,87,1184,292
1044,661,88,1188,295
1029,665,89,1194,298
1021,669,90,1201,301
1306,956,91,1205,304
1245,1061,92,1212,307
1216,1094,93,1218,309
1343,1098,94,1222,312
904,736,95,1229,315
741,600,96,1233,318
683,551,97,1240,321
662,537,98,1244,323
624,513,99,1251,326
554,465,100,1257,329
507,410,101,1261,332
500,354,102,1268,335
520,314,103,1274,337
540,288,104,1279,340
544,273,105,1286,344
548,272,106,1289,346
1019,841,107,1295,349
