156,744,1,1691,811
162,773,2,1715,2
306,690,3,1739,15
580,818,4,1759,28
675,908,5,1777,40
660,920,6,1790,50
640,911,7,1805,58
549,818,8,1815,65
460,719,9,1831,72
432,662,10,1842,77
448,613,11,1856,86
480,578,12,1869,91
542,544,13,1881,98
584,489,14,1895,104
687,490,15,1906,111
867,514,16,1919,117
1030,506,17,1933,123
1083,506,18,1943,130
960,468,19,1955,136
812,498,20,1964,142
742,511,21,1977,147
688,508,22,1988,152
609,448,23,1998,159
526,419,24,2009,164
520,528,25,2022,169
604,581,26,2032,174
668,583,27,2043,181
692,579,28,2053,186
701,576,29,2063,191
699,561,31,2088,202
683,468,32,2098,208
641,379,33,2110,214
595,373,34,2123,219
512,471,35,2137,225
405,536,36,2145,231
358,565,37,2157,237
331,579,38,2168,241
368,633,39,2179,247
487,727,40,2190,252
659,837,41,2202,258
764,901,42,2212,264
794,925,43,2223,270
774,930,44,2233,276
758,927,45,2246,281
723,919,46,2257,287
667,914,47,2267,293
643,912,48,2278,299
631,888,49,2287,304
655,807,50,2298,309
682,645,51,2311,314
699,576,52,2321,319
1060,909,53,2331,326
1327,1033,54,2341,331
1420,1080,55,2352,336
1289,1095,56,2363,341
872,709,57,2373,346
692,464,58,2387,351
589,281,59,2398,357
551,224,60,2409,363
543,217,61,2419,369
534,219,62,2429,374
522,224,63,2439,379
506,224,64,2449,385
516,240,65,2460,390
572,252,66,2475,395
601,260,67,2490,400
617,266,68,2502,407
648,291,69,2513,413
693,449,70,2522,420
712,524,71,2533,426
717,547,72,2540,431
714,549,73,2550,437
694,555,74,2564,440
646,572,75,2575,445
540,650,76,2586,452
530,766,77,2598,457
584,856,78,2609,463
645,909,79,2619,469
675,935,80,2629,474
744,921,81,2641,480
842,892,82,2652,485
919,842,83,2663,491
951,749,84,2674,496
850,642,85,2684,501
760,571,86,2695,507
726,547,87,2705,512
713,541,88,2715,517
730,471,89,2728,523
755,396,90,2738,528
768,367,91,2748,534
774,360,92,2762,540
777,360,93,2772,544
777,363,94,2782,551
783,361,95,2792,556
815,306,96,2804,561
861,257,97,2814,566
877,242,98,2822,572
878,237,99,2832,577
879,230,100,2842,582
886,224,101,2855,586
917,260,102,2865,591
929,405,103,2876,598
913,510,104,2884,603
924,637,105,2893,608
924,671,106,2906,612
992,517,125,3313,805
1026,617,126,3332,817
953,485,127,3353,827
834,501,128,3377,836
751,529,129,3395,846
720,539,130,3410,858
714,546,131,3428,868
716,546,132,3445,876
723,545,133,3462,884
725,544,134,3478,892
722,545,135,3492,901
725,542,136,3502,909
714,531,137,3518,916
600,515,140,3574,939
567,607,141,3588,951
575,668,142,3602,957
612,681,143,3615,965
668,700,144,3628,971
740,761,145,3644,978
811,818,146,3659,984
875,857,147,3674,993
893,867,148,3688,999
842,873,149,3702,1008
795,871,150,3715,1014
774,871,151,3729,1021
765,868,152,3742,1028
761,868,153,3757,1034
751,868,154,3769,1041
726,872,155,3780,1048
673,865,156,3792,1055
607,848,157,3805,1061
559,831,158,3817,1066
504,810,159,3831,1072
462,777,160,3841,1079
440,735,161,3856,1085
429,685,162,3866,1090
430,670,163,3880,1098
437,672,164,3890,1104
442,676,165,3904,1111
444,677,166,3917,1115
447,668,167,3930,1122
448,661,168,3941,1129
455,582,169,3955,1135
405,547,170,3967,1141
