Time Stamp (ms),qw,qx,qy,qz
278292,0.748291,-0.0125122,0.152466,-0.645508
278333,0.765564,-0.0187988,0.166321,-0.621216
278374,0.833984,-0.0740356,0.176086,-0.5177
278415,0.831421,-0.107117,0.201294,-0.506653
278456,0.877563,-0.136292,0.178833,-0.423462
278496,0.888184,-0.179932,0.150696,-0.39502
278536,0.908813,-0.122131,0.172852,-0.359497
278576,0.957031,-0.0808105,0.157288,-0.229797
278618,0.968689,-0.0184937,0.161499,-0.187622
278659,0.968506,0.127441,0.205688,-0.0581665
278700,0.94397,0.242859,0.221802,0.0265503
278739,0.933777,0.313477,0.132751,0.110291
278780,0.945862,0.285461,0.0687256,0.138489
278821,0.962036,0.232666,0.0128784,0.142151
278861,0.954346,0.244385,0.0307617,0.168884
278901,0.964478,0.194519,-0.0588379,0.168884
278941,0.970215,0.163757,-0.03479,0.17511
278983,0.974426,0.137085,-0.103271,0.145081
279023,0.976929,0.119873,-0.0990601,0.146484
279064,0.976563,0.158142,-0.0152588,0.14502
279106,0.969727,0.208191,0.0670166,0.108582
279146,0.973999,0.194458,0.0709839,0.0922852
279186,0.981079,0.166443,0.0318604,0.0933838
279227,0.976807,0.175476,-0.0385132,0.116211
279269,0.971619,0.164185,-0.0420532,0.1651
279308,0.961365,0.126099,-0.140503,0.200378
279349,0.959717,0.120483,-0.123474,0.221863
279389,0.963623,0.105408,-0.116211,0.216248
279430,0.964905,0.0615234,-0.161072,0.197998
279471,0.981995,0.0825806,-0.0535278,0.161377
279510,0.96991,0.15564,0.0463867,0.181213
279552,0.948608,0.17865,0.00280762,0.26123
279591,0.933228,0.165466,0.00915527,0.318787
279632,0.914307,0.129639,-0.0684814,0.377502
279673,0.903198,0.128967,-0.100708,0.396851
279715,0.90387,0.112732,-0.147217,0.385498
279755,0.892273,0.0961304,-0.200012,0.39325
279796,0.916504,0.116089,-0.125366,0.361755
279836,0.924927,0.160767,0.00823975,0.344421
279876,0.923279,0.184265,0.0237427,0.336243
279917,0.924377,0.173035,0.0490112,0.336365
279957,0.913086,0.17749,0.124634,0.345398
279999,0.876587,0.225952,0.177856,0.385925
280039,0.859863,0.243286,0.2677,0.360229
280079,0.84375,0.255371,0.327393,0.340088
280119,0.836243,0.265015,0.36792,0.30835
280160,0.871765,0.244507,0.31073,0.289368
280201,0.878052,0.246216,0.25946,0.317993
280242,0.860168,0.251343,0.286438,0.338867
280282,0.86969,0.253418,0.212646,0.366333
280322,0.869873,0.244751,0.220886,0.367004
280365,0.908508,0.226135,0.191284,0.2948
280405,0.915588,0.240479,0.13916,0.290588
280445,0.907776,0.238342,0.133118,0.318542
280485,0.878235,0.25,0.185303,0.363037
280525,0.842896,0.257813,0.323975,0.343689
280566,0.861206,0.254089,0.306946,0.315491
280607,0.891907,0.224792,0.321411,0.225281
280647,0.904968,0.250977,0.297668,0.171509
280688,0.904175,0.27533,0.276306,0.174133
280729,0.884766,0.287476,0.316895,0.184875
280768,0.921082,0.263428,0.240906,0.155334
280809,0.900269,0.271973,0.307007,0.145935
280849,0.887939,0.318787,0.314453,0.105103
280890,0.884705,0.341309,0.299683,0.105042
280931,0.879944,0.339783,0.300232,0.141724
280971,0.920471,0.294922,0.197876,0.163147
281013,0.926331,0.289551,0.171021,0.169739
281054,0.945068,0.265991,0.0623169,0.179565
281093,0.944214,0.258728,0.0258789,0.202148
281135,0.941101,0.219788,-0.0043335,0.256958
281174,0.936401,0.165833,-0.0997925,0.292786
281217,0.909058,0.141174,-0.102844,0.378235
281256,0.879883,0.127869,-0.183777,0.419067
281296,0.884644,0.108093,-0.160767,0.424072
281337,0.879761,0.0720825,-0.22229,0.414063
281377,0.892883,0.0637207,-0.240723,0.375183
281418,0.917664,0.0462036,-0.113281,0.378113
281458,0.905762,0.108765,-0.00842285,0.409546
281501,0.858521,0.122437,-0.0977783,0.488281
281540,0.878113,0.0994873,-0.0527344,0.465027
281579,0.8797,0.127136,-0.0314331,0.457153
281621,0.886047,0.111267,-0.0766602,0.443481
281663,0.916016,0.078186,-0.0252686,0.392639
281703,0.912476,0.0870361,-0.00567627,0.399719
281745,0.91803,0.0679932,-0.0330811,0.389221
281784,0.917419,0.0786743,-0.0570068,0.385864
281824,0.896973,0.0794678,-0.123474,0.416931
281866,0.89856,0.108459,-0.0982056,0.413757
281904,0.897156,0.126648,-0.057312,0.41925
281945,0.887573,0.139282,-0.0864868,0.430481
281986,0.867126,0.111572,-0.154541,0.460144
282026,0.849548,0.0927124,-0.213684,0.473267
282068,0.864258,0.0671997,-0.226868,0.443909
282108,0.868042,0.0548706,-0.21936,0.442017
282149,0.863037,0.081543,-0.203552,0.455078
282191,0.838379,0.0825195,-0.198059,0.501099
282229,0.774231,0.0592041,-0.26239,0.572937
282270,0.747253,0.0346069,-0.330627,0.575378
282312,0.750916,0.0463257,-0.269348,0.601196
282353,0.719849,0.00836182,-0.30719,0.622437
282392,0.732361,0.0147705,-0.351013,0.583313
282435,0.752075,-0.0183105,-0.273865,0.599182
282472,0.72406,0.00189209,-0.313232,0.614502
282515,0.735107,-0.059082,-0.295959,0.607056
282554,0.723511,-0.0637817,-0.198486,0.658081
282595,0.637695,-0.0558472,-0.231934,0.732422
282636,0.595215,-0.0892334,-0.142029,0.785828
282676,0.507324,-0.0953369,-0.0736694,0.853271
282717,0.457886,-0.120239,0.0748291,0.877686
282758,0.296448,-0.109192,0.202637,0.92688
282800,0.267639,-0.0964355,0.249329,0.92572
282839,0.270691,-0.12738,0.257935,0.918701
282879,0.313477,-0.219177,0.330811,0.862732
282920,0.323608,-0.25,0.371155,0.833679
282961,0.327087,-0.247131,0.38031,0.829041
283002,0.334167,-0.259888,0.382874,0.821106
283042,0.367554,-0.214172,0.315308,0.848328
283083,0.445618,-0.126587,0.222839,0.857727
283123,0.494202,-0.071228,0.209534,0.840698
283164,0.486877,-0.0269775,0.137329,0.862183
283204,0.482544,-0.0232544,0.146423,0.86322
283245,0.50238,-0.0580444,0.142212,0.850891
283287,0.490112,-0.034729,0.0686035,0.868286
283324,0.510864,-0.0479126,0.081543,0.854431
283367,0.561462,-0.074646,0.126221,0.814392
283408,0.562805,-0.0380859,0.0769653,0.822144
283449,0.536011,-0.0365601,0.0948486,0.838074
283489,0.517273,-0.03125,0.0299683,0.854736
283528,0.510803,-0.0359497,0.0474854,0.857666
283569,0.426147,-0.0783691,0.176147,0.88385
283611,0.282776,-0.0947876,0.154053,0.941956
283652,0.183167,-0.134216,0.131104,0.965027
283691,0.153931,-0.107422,0.0710449,0.979675
283732,0.184448,-0.171448,0.102844,0.96228
283772,0.194641,-0.22583,0.182617,0.93689
283811,0.144958,-0.227234,0.234802,0.933899
283853,0.198853,-0.258301,0.215454,0.920471
283894,0.174561,-0.224976,0.143677,0.947754
283935,0.177063,-0.188477,0.0982666,0.960999
283975,0.165833,-0.134094,0.0368652,0.976318
284016,0.160522,-0.0921631,0.00500488,0.982727
284056,0.0709839,-0.154236,0.0736084,0.982727
284098,-0.0926514,-0.119446,0.0933838,0.98407
284138,-0.14502,-0.131897,0.119568,0.973267
284177,-0.192444,-0.165344,0.119141,0.9599
284218,-0.201965,-0.174561,0.111145,0.957275
284260,-0.170349,-0.297119,0.155273,0.926575
284301,-0.145325,-0.345581,0.182434,0.908936
284340,-0.145874,-0.329468,0.201416,0.910828
284381,-0.173035,-0.311401,0.182617,0.916382
284421,-0.208801,-0.327759,0.189514,0.901672
284461,-0.214111,-0.356628,0.187805,0.889771
284502,-0.206299,-0.346619,0.167236,0.899597
284543,-0.185669,-0.345459,0.162415,0.905396
284585,-0.181335,-0.327576,0.156189,0.914001
284623,-0.174133,-0.302368,0.14502,0.925842
284666,-0.18396,-0.291748,0.145874,0.927246
284707,-0.176208,-0.297241,0.14978,0.926392
284747,-0.192261,-0.230591,0.145569,0.942688
284787,-0.173462,-0.17572,0.109863,0.962769
284827,-0.165527,-0.148987,0.0847778,0.971191
284869,-0.140625,-0.149048,0.106567,0.972961
284909,-0.172791,-0.150574,0.145081,0.962524
284949,-0.20575,-0.204712,0.218018,0.931763
284989,-0.222229,-0.201904,0.207947,0.930908
285030,-0.201172,-0.189453,0.175171,0.944946
285070,-0.197266,-0.167603,0.147888,0.954529
285112,-0.16333,-0.18988,0.14978,0.956482
285152,-0.122009,-0.243347,0.182922,0.944702
285193,-0.151001,-0.211609,0.238037,0.935791
285235,-0.182556,-0.210266,0.270691,0.921509
285273,-0.17688,-0.148254,0.252686,0.939636
285314,-0.163025,-0.173462,0.234131,0.942627
285355,-0.157715,-0.226318,0.240601,0.930603
285397,-0.154602,-0.211548,0.243347,0.933899
285437,-0.16156,-0.197205,0.225098,0.940369
285477,-0.176208,-0.111572,0.166626,0.963745
285517,-0.163391,-0.114563,0.150452,0.968262
285558,-0.176636,0.00311279,0.0756226,0.981384
285598,-0.150391,-0.00604248,0.0780029,0.985535
285639,-0.118713,-0.0465088,0.0626831,0.989868
285680,-0.0984497,-0.0339355,0.0582275,0.992859
285720,-0.0916138,-0.0199585,0.0681763,0.993286
285761,-0.105896,0.0540771,0.0308228,0.992432
285802,-0.137268,0.0747681,0.00537109,0.987671
285843,-0.0733032,-0.00921631,0.050415,0.995972
285884,-0.0339966,-0.117615,0.121216,0.985046
285923,-0.0888672,-0.0600586,0.129456,0.985779
285964,-0.0490723,-0.0222168,0.147705,0.987549
286006,0.046814,-0.133789,0.211609,0.967041
286046,0.0447998,-0.224854,0.236389,0.944214
286087,0.0324707,-0.189087,0.169983,0.966614
286127,0.0167236,-0.164124,0.160217,0.973206
286167,0.00683594,-0.0977783,0.0908203,0.991028
286207,-0.0579834,-0.097229,0.0827637,0.990112
286248,-0.119812,-0.0318604,0.0370483,0.991577
286288,-0.123413,-0.0325928,0.0366211,0.99115
286328,-0.0891113,-0.0930786,0.0686646,0.989258
286369,-0.0843506,-0.151184,0.105591,0.979248
286410,-0.0860596,-0.162354,0.112366,0.976501
286451,-0.105103,-0.159546,0.111084,0.975281
286491,-0.148987,-0.085083,0.0750732,0.9823
286533,-0.208069,-0.0592041,0.0855103,0.972595
286572,-0.237427,0.0113525,0.0396118,0.97052
286613,-0.261108,0.00756836,0.0314941,0.964783
286655,-0.244751,-0.085022,0.0793457,0.962585
286694,-0.28186,-0.130188,0.0915527,0.946167
286735,-0.241394,-0.150452,0.102234,0.953247
286776,-0.239136,-0.227844,0.13208,0.93457
286816,-0.242249,-0.244141,0.12207,0.93103
286856,-0.252563,-0.190491,0.0791016,0.945313
286897,-0.254089,-0.157166,0.0805054,0.950928
286938,-0.273254,-0.126648,0.0942993,0.948914
286979,-0.286316,-0.0477905,0.052063,0.955505
287020,-0.289795,-0.0464478,0.0494995,0.954651
287059,-0.241333,-0.0966797,0.0641479,0.963501
287101,-0.202576,-0.195557,0.0819092,0.956055
287141,-0.215454,-0.188477,0.0593872,0.956299
287182,-0.226624,-0.174683,0.0580444,0.956421
287221,-0.248352,-0.112427,0.0409546,0.961243
287263,-0.277832,-0.0983276,0.0354004,0.954895
287303,-0.360962,-0.0414429,-0.00457764,0.931641
287344,-0.395813,-0.0577393,0.00653076,0.916504
287386,-0.427795,0.0391235,-0.00726318,0.903015
287425,-0.404358,0.06604,-0.0202637,0.911987
287466,-0.355225,-0.00384521,-0.0326538,0.934204
287506,-0.324158,-0.0864868,-0.0273438,0.94165
287546,-0.281433,-0.12384,-0.0155029,0.951416
287588,-0.287048,-0.179199,0.00408936,0.940979
287628,-0.261353,-0.272583,0.0168457,0.925781
287671,-0.229126,-0.374695,0.034668,0.897705
287708,-0.187439,-0.448669,0.0705566,0.870972
287751,-0.156982,-0.510132,0.115112,0.837769
287791,-0.178223,-0.519775,0.135986,0.824341
287832,-0.201599,-0.512756,0.151123,0.82074
287871,-0.232178,-0.444702,0.131165,0.855103
287911,-0.229614,-0.40033,0.138123,0.876343
287954,-0.214172,-0.345398,0.127258,0.904785
287993,-0.11792,-0.225464,0.0823364,0.963562
288034,-0.144836,-0.152893,0.0633545,0.975525
288074,-0.120422,-0.0983276,0.00689697,0.987793
288116,-0.114258,-0.0765991,-0.0032959,0.990479
288155,-0.147156,-0.104309,0.00128174,0.983582
288196,-0.27179,-0.0800781,-0.0219116,0.95874
288237,-0.37677,-0.112122,0.0159912,0.919373
288278,-0.406189,-0.139343,0.0397949,0.902222
288318,-0.443909,-0.103821,0.0239258,0.889709
288358,-0.497986,-0.110657,-0.0326538,0.859436
288401,-0.665649,-0.182922,-0.097168,0.716919
288440,-0.685486,-0.23175,-0.115112,0.680542
288482,-0.748718,-0.295349,-0.0541382,0.590942
288520,-0.814026,-0.276184,0.0101318,0.510803
288562,-0.869507,-0.299744,0.0532227,0.388977
288604,-0.911011,-0.233032,0.09729,0.325989
288642,-0.914978,-0.254761,0.067688,0.30542
288684,-0.950562,-0.189026,0.0878906,0.230103
288725,-0.953552,-0.201721,0.0879517,0.205627
288764,-0.94397,-0.226868,0.0588989,0.232239
288804,-0.943787,-0.195923,0.0653076,0.258118
288845,-0.936951,-0.217285,0.0665894,0.265442
288887,-0.941772,-0.190369,0.097229,0.259521
288928,-0.944824,-0.186035,0.101624,0.249878
288967,-0.94519,-0.285339,0.00872803,0.158569
289008,-0.926758,-0.36792,-0.0717773,-0.0245361
289050,-0.912537,-0.391479,-0.0952148,-0.0707397
289090,-0.883179,-0.416687,-0.196777,-0.0874023
289131,-0.850952,-0.444458,-0.247925,-0.129944
289170,-0.859985,-0.43103,-0.233398,-0.142151
289210,-0.87793,-0.388,-0.242004,-0.141724
289252,-0.877441,-0.374023,-0.261292,-0.14801
289291,-0.896301,-0.326721,-0.26416,-0.142029
289334,-0.895386,-0.332703,-0.259827,-0.141602
289372,-0.909851,-0.344299,-0.219971,-0.0727539
289414,-0.920166,-0.344299,-0.180298,0.0480347
289455,-0.929504,-0.33313,-0.0973511,0.124756
289494,-0.93512,-0.320313,-0.0678711,0.135376
289536,-0.931152,-0.336243,-0.057251,0.128845
289576,-0.941101,-0.325989,-0.0231323,0.086792
289616,-0.957458,-0.285889,-0.00256348,0.0394897
289657,-0.94104,-0.322937,-0.079895,0.0618286
289699,-0.951294,-0.296204,-0.0371704,0.0767822
289739,-0.948914,-0.309937,-0.00158691,0.059082
289779,-0.959473,-0.279297,0.0227661,0.0305176
289821,-0.96814,-0.22406,0.0803223,-0.0780029
289860,-0.956482,-0.122559,0.145325,-0.221252
289901,-0.945679,-0.105042,0.185364,-0.245544
289941,-0.938965,-0.0897217,0.130737,-0.305359
289983,-0.914978,-0.038147,0.20636,-0.344727
290022,-0.901123,-0.0386353,0.181641,-0.391724
290063,-0.880493,-0.00946045,0.270752,-0.388977
290103,-0.878784,-0.0117188,0.278503,-0.38739
290146,-0.908203,-0.022644,0.192566,-0.370972
290185,-0.903137,0.00109863,0.174805,-0.392151
290226,-0.887634,-0.00469971,0.165955,-0.429626
290266,-0.835632,0.00653076,0.236328,-0.49585
290307,-0.816467,-0.00244141,0.265808,-0.512573
290349,-0.830994,-0.000549316,0.202759,-0.518005
290388,-0.82135,0.00360107,0.235779,-0.519409
290429,-0.808289,0.00628662,0.245361,-0.535217
290470,-0.76825,0.0374756,0.344849,-0.538025
290509,-0.783142,0.038269,0.333679,-0.523376
290549,-0.833191,0.0259399,0.332397,-0.441223
290590,-0.848999,0.0361328,0.362244,-0.382935
290631,-0.8573,0.0432739,0.343872,-0.380615
290672,-0.834961,0.043396,0.434326,-0.335144
290712,-0.839233,0.0657959,0.444824,-0.305847
290753,-0.851685,0.0736084,0.455933,-0.247681
290794,-0.849304,0.0561523,0.494934,-0.175049
290836,-0.853394,0.0703735,0.49353,-0.152405
290875,-0.868591,0.052063,0.47821,-0.11908
290916,-0.884277,0.0175781,0.46051,-0.0755005
290955,-0.880676,0.0493774,0.450439,-0.138306
290998,-0.873657,0.0469971,0.459106,-0.154053
291037,-0.891479,0.00671387,0.431152,-0.138855
291077,-0.925293,-0.034729,0.342957,-0.158081
291119,-0.920105,-0.0437012,0.30188,-0.245667
291160,-0.941345,-0.0841064,0.221619,-0.240173
291200,-0.953003,-0.144409,0.0889893,-0.250977
291240,-0.915039,-0.185852,-0.0319214,-0.356506
291281,-0.888245,-0.180603,-0.0176392,-0.422058
291322,-0.866455,-0.206238,-0.0258789,-0.453918
291361,-0.863464,-0.214478,-0.0604858,-0.452576
291402,-0.848633,-0.187195,-0.0557861,-0.491577
291444,-0.835876,-0.166809,0.0197144,-0.522583
291485,-0.84967,-0.163147,0.0259399,-0.500793
291525,-0.835693,-0.133301,0.116394,-0.519897
291566,-0.817749,-0.12677,0.117249,-0.549072
291606,-0.881653,-0.139465,0.043335,-0.44873
291646,-0.903198,-0.127258,-0.0405273,-0.407898
291688,-0.870056,-0.12146,0.09375,-0.468506
291727,-0.815186,-0.112305,0.110413,-0.557373
291768,-0.796936,-0.0603027,0.194336,-0.568726
291808,-0.776917,-0.0532227,0.192871,-0.596924
291850,-0.729065,-0.0469971,0.277832,-0.623779
291890,-0.704163,-0.0878906,0.299805,-0.637573
291932,-0.739868,-0.114502,0.240356,-0.617859
291971,-0.805481,-0.0856323,0.133057,-0.571106
292011,-0.843628,-0.0641479,0.055603,-0.530151
292051,-0.855774,-0.0776978,0.0171509,-0.51123
292093,-0.864746,-0.114075,-0.00494385,-0.489014
292135,-0.905518,-0.0962524,-0.169678,-0.376892
292174,-0.905212,-0.0944824,-0.212463,-0.355652
292214,-0.901917,-0.111145,-0.190491,-0.371277
292255,-0.892883,-0.125916,-0.119263,-0.415588
292296,-0.896179,-0.139648,-0.0971069,-0.40979
292336,-0.89032,-0.125732,-0.0936279,-0.427551
292376,-0.846741,-0.156677,-0.108704,-0.496704
292417,-0.78125,-0.143921,-0.113525,-0.59668
292457,-0.765747,-0.14209,-0.0982666,-0.619507
292498,-0.779114,-0.122559,-0.00891113,-0.614685
292540,-0.767883,-0.0982056,-0.0281372,-0.632385
292580,-0.747253,-0.0828247,0.0215454,-0.658997
292621,-0.741089,-0.0714722,-0.043335,-0.666199
292660,-0.728027,-0.0622559,-0.118958,-0.672302
292701,-0.726746,-0.0628052,-0.171814,-0.662109
292742,-0.729309,-0.0859985,-0.174988,-0.655823
292783,-0.731934,-0.0767822,-0.165527,-0.656494
292823,-0.776001,-0.0374756,-0.154968,-0.610291
292864,-0.804321,-0.00402832,-0.0990601,-0.585876
292903,-0.813843,-0.0374146,-0.0213623,-0.579529
292943,-0.825134,-0.0281982,0.00744629,-0.564209
292985,-0.83551,-0.0196533,0.0103149,-0.549072
293025,-0.844971,-0.0440063,-0.0481567,-0.530884
293066,-0.835693,-0.0505371,-0.0759888,-0.541565
293106,-0.839661,-0.0476685,-0.0782471,-0.535339
293148,-0.847473,-0.0403442,-0.081543,-0.522949
293189,-0.823975,-0.00787354,-0.0374756,-0.565369
293230,-0.799561,-0.00933838,0.0267334,-0.599915
293269,-0.735779,-0.00939941,0.0300293,-0.676514
293310,-0.661194,-0.0113525,0.131836,-0.738464
293350,-0.65033,-0.0241699,0.165161,-0.741089
293392,-0.608582,0.0108643,0.235901,-0.757568
293433,-0.592834,0.0045166,0.295227,-0.749268
293473,-0.599731,0.0305786,0.235657,-0.764099
293513,-0.599487,0.0482788,0.241211,-0.761658
293553,-0.590149,0.0415039,0.246277,-0.7677
293593,-0.583679,0.0234375,0.246826,-0.773193
293634,-0.556946,-0.0151367,0.305237,-0.772278
293675,-0.636047,-0.0448608,0.275818,-0.719238
293716,-0.681335,-0.0708618,0.320679,-0.654175
293756,-0.676086,-0.0809937,0.330872,-0.65332
293798,-0.680969,-0.110596,0.327087,-0.645813
293837,-0.699097,-0.14032,0.30188,-0.632813
293879,-0.702759,-0.138367,0.244568,-0.653625
293920,-0.714722,-0.132813,0.21582,-0.651917
293959,-0.787476,-0.154175,0.229065,-0.551086
294000,-0.851807,-0.152405,0.146423,-0.479309
294040,-0.859314,-0.15448,0.0484619,-0.485107
294082,-0.846069,-0.166199,0.0341797,-0.505371
294122,-0.832581,-0.182922,-0.0324097,-0.521851
294162,-0.811279,-0.198486,-0.0881348,-0.542847
294202,-0.79303,-0.181335,-0.15741,-0.559814
294243,-0.734802,-0.200562,-0.247803,-0.598694
294284,-0.767273,-0.207703,-0.185608,-0.577637
294324,-0.778137,-0.1875,-0.154419,-0.579224
294366,-0.762146,-0.191406,-0.156311,-0.598389
294405,-0.744873,-0.195068,-0.180725,-0.611938
294446,-0.755798,-0.196533,-0.186768,-0.596069
294488,-0.780579,-0.192322,-0.117615,-0.582947
294528,-0.805054,-0.20813,-0.00732422,-0.555481
294569,-0.825745,-0.247131,0.00646973,-0.506897
294609,-0.866455,-0.289063,-0.00177002,-0.407104
294650,-0.854431,-0.284851,0.0615234,-0.430115
294690,-0.851196,-0.300781,0.0247192,-0.429382
294732,-0.881104,-0.283264,-0.0367432,-0.376892
294770,-0.894653,-0.248047,-0.0119629,-0.371399
294812,-0.885986,-0.247131,0.0564575,-0.388306
294852,-0.872681,-0.198364,0.148438,-0.420776
294892,-0.874329,-0.160889,0.187073,-0.417908
294934,-0.858154,-0.138489,0.243408,-0.430298
294974,-0.830811,-0.113159,0.303284,-0.452759
295017,-0.847595,-0.13147,0.257629,-0.444885
295055,-0.867798,-0.151184,0.154846,-0.447327
295096,-0.863586,-0.156189,0.0969849,-0.469543
295138,-0.842407,-0.189392,0.0656128,-0.500183
295178,-0.835754,-0.171936,0.10968,-0.509827
295218,-0.830383,-0.150452,0.168762,-0.509216
295258,-0.825195,-0.128845,0.170959,-0.522705
295299,-0.754944,-0.100586,0.19989,-0.616394
295339,-0.750305,-0.0980225,0.273254,-0.593933
295379,-0.750122,-0.0684204,0.230469,-0.616028
295420,-0.732178,-0.0509644,0.260559,-0.627258
295461,-0.704285,-0.0576782,0.324585,-0.628723
295501,-0.700745,-0.0506592,0.315491,-0.637817
295542,-0.65741,-0.0522461,0.362183,-0.658691
295584,-0.648438,-0.0571899,0.398071,-0.646362
295623,-0.659912,-0.0474854,0.423462,-0.618835
295665,-0.66272,-0.0580444,0.452576,-0.593811
295705,-0.69812,-0.0733032,0.381958,-0.601135
295744,-0.733093,-0.0581055,0.276123,-0.618835
295787,-0.721985,-0.0563965,0.139221,-0.675415
295828,-0.707581,-0.0626831,0.0600586,-0.701294
295868,-0.687622,-0.0679932,0.0383911,-0.721863
295908,-0.655273,-0.0509644,0.0105591,-0.753601
295949,-0.629272,-0.0437012,0.0115356,-0.775879
295988,-0.521729,-0.0297241,0.0996704,-0.846741
296029,-0.485291,-0.0189819,0.193481,-0.852478
296070,-0.452271,-0.0143433,0.218506,-0.864563
296110,-0.41864,-0.0377197,0.287292,-0.860657
296151,-0.442017,-0.0142822,0.259766,-0.858459
296191,-0.421326,0.0321045,0.114807,-0.899048
296233,-0.363647,0.0100098,0.0776978,-0.928223
296273,-0.318542,0.062561,0.0140991,-0.94574
296316,-0.213379,0.0473633,0.0493774,-0.974548
296353,-0.149475,0.0189209,0.0894775,-0.984497
296394,-0.132385,0.00335693,0.138306,-0.981506
296436,-0.121948,0.0205688,0.109497,-0.986267
296476,-0.116638,0.0494385,0.0457764,-0.990906
296517,-0.0784912,0.0491943,0.0269165,-0.995361
296557,-0.0109863,-0.00170898,0.0942993,-0.995483
296598,0.00445557,0.0540771,0.0678711,-0.996216
296637,-0.0271606,0.175415,-0.0193481,-0.983948
296679,-0.0169678,0.2229,-0.0905151,-0.970459
296719,0.0233154,0.256287,-0.131409,-0.957336
296760,0.219116,0.226624,-0.124817,-0.940796
296800,0.238464,0.177856,-0.0860596,-0.950867
296840,0.297791,0.118958,-0.0465698,-0.946045
296883,0.294495,0.0534058,-0.0205078,-0.953918
296923,0.263916,0.0458984,-0.0106812,-0.963379
296964,0.246216,-0.0397339,0.0385132,-0.967651
297003,0.232178,-0.0202026,0.0490723,-0.971252
297043,0.261719,-0.0801392,0.0953369,-0.957092
297086,0.289429,-0.117432,0.121033,-0.9422
297125,0.292358,-0.0809937,0.103271,-0.947266
297167,0.246216,-0.0183105,0.0900879,-0.964844
297206,0.246887,0.031311,0.0843506,-0.964844
297247,0.246521,0.00402832,0.0957031,-0.964417
297288,0.252441,-0.0380859,0.134033,-0.95752
297328,0.253662,-0.0147705,0.151978,-0.9552
297369,0.285522,-0.072937,0.157043,-0.942627
297410,0.321106,-0.107788,0.147034,-0.929321
297449,0.333008,-0.108337,0.144836,-0.925415
297490,0.35675,-0.164246,0.168274,-0.904114
297533,0.332092,-0.135925,0.181946,-0.915466
297573,0.364258,-0.0993652,0.191406,-0.906006
297613,0.385254,-0.132507,0.192139,-0.892822
297652,0.378479,-0.109924,0.204102,-0.896118
297693,0.405701,-0.129944,0.199402,-0.882507
297736,0.412048,-0.177673,0.211548,-0.868286
297774,0.39801,-0.147461,0.219543,-0.878418
297815,0.3927,-0.209839,0.229004,-0.865662
297855,0.387268,-0.166931,0.266663,-0.866638
297896,0.425537,-0.0682373,0.269348,-0.861206
297937,0.458435,-0.0734253,0.237854,-0.853149
297977,0.494019,-0.106934,0.230164,-0.831604
298019,0.502319,-0.134949,0.241882,-0.819092
298060,0.578735,-0.0848389,0.244934,-0.773254
298099,0.64209,-0.0481567,0.227295,-0.73053
298139,0.645325,-0.0673828,0.217529,-0.729187
298182,0.638733,-0.0552368,0.225037,-0.733704
298222,0.637329,-0.13623,0.226807,-0.723755
298261,0.598206,-0.102112,0.261536,-0.750549
298302,0.541992,-0.0524292,0.268066,-0.794739
298343,0.553101,-0.0717773,0.250549,-0.79126
298384,0.568176,-0.101868,0.241394,-0.78009
298423,0.569458,-0.177063,0.233521,-0.768005
298465,0.55188,-0.197388,0.248047,-0.771362
298505,0.553467,-0.262512,0.233215,-0.755249
298545,0.538025,-0.262207,0.250122,-0.761047
298587,0.564392,-0.145569,0.258972,-0.770203
298627,0.617432,-0.0144043,0.25177,-0.745056
298669,0.641968,0.0892334,0.239136,-0.722961
298709,0.619812,0.230652,0.198486,-0.723328
298749,0.553406,0.392273,0.126404,-0.723755
298789,0.547729,0.377625,0.0404663,-0.745483
298831,0.511719,0.453857,0.039917,-0.728455
298871,0.505432,0.463867,-0.00494385,-0.7276
298911,0.523865,0.455811,-0.0210571,-0.719299
298951,0.556946,0.376465,-0.043457,-0.739075
298992,0.548218,0.385254,-0.043396,-0.741028
299033,0.565308,0.30542,-0.0549316,-0.764282
299073,0.562134,0.294556,-0.0577393,-0.77063
299115,0.507324,0.375061,-0.0214233,-0.775574
299155,0.504944,0.441467,-0.0224609,-0.741394
299195,0.536438,0.450989,-0.0535889,-0.711304
299236,0.557251,0.446289,-0.0580444,-0.697815
299277,0.608521,0.429016,-0.0601807,-0.664856
299318,0.623474,0.440125,-0.057373,-0.643677
299358,0.621765,0.507568,-0.059082,-0.593567
299398,0.601746,0.552124,-0.0537109,-0.574585
299438,0.590637,0.572815,-0.0150757,-0.568176
299480,0.62915,0.589966,-0.0130615,-0.50592
299521,0.673218,0.560608,-0.046814,-0.47998
299561,0.718079,0.533081,-0.0307007,-0.446411
299601,0.739197,0.545471,0.00457764,-0.394958
299642,0.71759,0.586426,0.0177002,-0.375305
299682,0.721497,0.578735,-0.012207,-0.379944
299722,0.735229,0.583984,-0.0432739,-0.34137
299763,0.791992,0.519226,-0.108276,-0.30249
299804,0.831543,0.461243,-0.12262,-0.28418
299844,0.833008,0.456177,-0.149597,-0.275024
299885,0.845337,0.425293,-0.154236,-0.28418
299926,0.857971,0.391113,-0.170166,-0.286194
299967,0.861267,0.415405,-0.145142,-0.254211
300007,0.874817,0.380127,-0.106262,-0.280823
300047,0.87146,0.394836,-0.0831909,-0.278809
300088,0.86499,0.390808,-0.081543,-0.304016
300129,0.851318,0.416748,-0.09552,-0.304138
300170,0.825745,0.402527,-0.105042,-0.38092
300210,0.783264,0.284973,-0.202942,-0.513855
