Time Stamp (ms),qw,qx,qy,qz
53846,0.70105,0.106384,0.353516,0.610107
53889,0.717163,0.108093,0.285706,0.626343
53928,0.719849,0.179626,0.28894,0.60498
53969,0.714478,0.171326,0.216553,0.642883
54008,0.720581,0.166626,0.195496,0.644043
54048,0.766113,0.151611,0.213745,0.586914
54089,0.801331,0.19342,0.242249,0.511597
54130,0.7995,0.229858,0.310913,0.459656
54172,0.812866,0.21637,0.249146,0.479919
54211,0.81189,0.246582,0.232056,0.475525
54252,0.835632,0.233276,0.187805,0.460449
54292,0.840515,0.278198,0.150452,0.439819
54333,0.853882,0.272888,0.147278,0.41803
54373,0.871216,0.225647,0.106812,0.422729
54416,0.883972,0.271973,0.178833,0.335632
54457,0.894348,0.262878,0.196289,0.304199
54496,0.89209,0.303528,0.194946,0.272095
54536,0.883789,0.342651,0.220642,0.229919
54577,0.888367,0.316772,0.247742,0.221497
54617,0.876831,0.322632,0.284546,0.214844
54659,0.884216,0.312317,0.312134,0.152344
54699,0.870422,0.365173,0.3078,0.119263
54739,0.893005,0.352966,0.274963,0.0479126
54779,0.883972,0.354309,0.300049,0.0545654
54821,0.886292,0.350769,0.282043,0.109009
54861,0.889038,0.356567,0.251648,0.138184
54902,0.892944,0.353027,0.244446,0.135193
54943,0.913818,0.333374,0.201111,0.115723
54981,0.895081,0.388855,0.194092,0.0996704
55022,0.891357,0.400085,0.181091,0.112244
55064,0.923462,0.333679,0.131531,0.13623
55107,0.921265,0.335266,0.14856,0.1297
55145,0.922058,0.317566,0.199463,0.0957031
55185,0.907959,0.352112,0.197632,0.111877
55226,0.890747,0.397888,0.198364,0.0945435
55266,0.936035,0.306152,0.143982,0.0966187
55308,0.936035,0.300598,0.151794,0.102356
55347,0.964111,0.22937,0.0827026,0.104919
55390,0.955017,0.277893,0.0623779,0.0827637
55428,0.960449,0.259277,0.0748291,0.0686035
55470,0.976746,0.200317,0.02948,0.0702515
55510,0.950806,0.287842,0.071167,0.0895386
55551,0.939514,0.311523,0.0988159,0.102661
55591,0.944275,0.304077,0.0679321,0.106079
55631,0.94397,0.302063,0.0356445,0.128235
55673,0.950684,0.273193,-0.00799561,0.146606
55714,0.953552,0.271545,-0.0231323,0.128113
55756,0.971069,0.213074,-0.0739746,0.0784912
55794,0.96991,0.199768,-0.105469,0.0905762
55835,0.96582,0.225525,-0.0882568,0.0925903
55877,0.968872,0.193848,-0.0905151,0.12439
55917,0.975037,0.169739,-0.0994873,0.102844
55958,0.969727,0.134399,-0.183777,0.0881958
55997,0.965393,0.15802,-0.177063,0.108032
56039,0.955627,0.203857,-0.151733,0.149231
56078,0.940735,0.235657,-0.136719,0.201904
56119,0.930054,0.226624,-0.153625,0.244934
56160,0.926514,0.239014,-0.170166,0.235474
56200,0.929321,0.247864,-0.163269,0.219604
56241,0.952271,0.26355,-0.151428,0.027832
56281,0.945068,0.25177,-0.196594,-0.0690918
56322,0.948364,0.242065,-0.191406,-0.0736694
56365,0.953796,0.173584,-0.234253,-0.0725708
56404,0.953796,0.154053,-0.246521,-0.0758667
56444,0.956665,0.218384,-0.166504,-0.0966797
56484,0.959656,0.230957,-0.143555,-0.0710449
56524,0.958069,0.224426,-0.16449,-0.0688477
56566,0.938171,0.310669,-0.13501,-0.0715332
56608,0.934387,0.338745,-0.106384,-0.0298462
56647,0.943237,0.321533,-0.0812988,-0.0180664
56688,0.937683,0.337463,-0.0817871,0.0122681
56727,0.922485,0.381836,-0.0563965,-0.00854492
56769,0.918213,0.395813,-0.0141602,-0.00201416
56810,0.9151,0.397461,-0.0166016,-0.0655518
56852,0.907349,0.40741,-0.0189209,-0.101746
56891,0.904907,0.412964,-0.00360107,-0.102844
56930,0.941223,0.334839,-0.0311279,-0.0310669
56973,0.955566,0.272278,-0.0825195,0.0772095
57012,0.949829,0.233765,-0.112,0.17511
57052,0.955261,0.192566,-0.12561,0.186096
57094,0.960449,0.151917,-0.143066,0.184509
57135,0.94696,0.112244,-0.1604,0.254761
57175,0.906738,0.0330811,-0.234314,0.348999
57216,0.891174,0.0522461,-0.245117,0.378052
57256,0.854004,0.0272827,-0.23053,0.465637
57295,0.817078,-0.0446777,-0.242981,0.520874
57337,0.81897,-0.0772095,-0.250061,0.510681
57377,0.825745,-0.0869751,-0.20459,0.518433
57418,0.825562,-0.108093,-0.142822,0.535156
57459,0.829041,-0.137329,-0.139648,0.523743
57500,0.797546,-0.165161,-0.186646,0.549377
57540,0.7854,-0.165466,-0.21582,0.55603
57580,0.751099,-0.187195,-0.272644,0.57135
57621,0.72876,-0.209839,-0.313171,0.571716
57663,0.719788,-0.214417,-0.314514,0.580566
57704,0.701477,-0.216064,-0.314209,0.602112
57743,0.692505,-0.212769,-0.310669,0.615356
57783,0.658386,-0.214722,-0.343018,0.634644
57824,0.639038,-0.231262,-0.340332,0.649841
57864,0.648132,-0.207214,-0.34613,0.645874
57906,0.622681,-0.230347,-0.277588,0.694397
57947,0.647705,-0.259888,-0.211548,0.684204
57987,0.66925,-0.25592,-0.197449,0.669067
58026,0.629517,-0.252625,-0.269836,0.683411
58066,0.638733,-0.259338,-0.256653,0.677368
58108,0.65686,-0.257202,-0.251526,0.662659
58149,0.632935,-0.255981,-0.32373,0.655029
58191,0.653748,-0.258728,-0.321472,0.634277
58229,0.690674,-0.239319,-0.295349,0.615173
58271,0.681274,-0.211914,-0.333496,0.616272
58312,0.684814,-0.222717,-0.333801,0.608276
58352,0.674316,-0.233032,-0.331055,0.617615
58393,0.719482,-0.212769,-0.287109,0.59552
58432,0.773926,-0.162659,-0.272766,0.547913
58473,0.812378,-0.112061,-0.271484,0.503723
58514,0.798462,-0.085022,-0.305664,0.511658
58554,0.782654,-0.0645142,-0.353455,0.508301
58595,0.771423,-0.0661011,-0.351318,0.526367
58636,0.76947,-0.0869141,-0.272583,0.571045
58676,0.763916,-0.112061,-0.218933,0.596619
58716,0.769958,-0.127747,-0.201477,0.591858
58758,0.778564,-0.102173,-0.194519,0.587891
58797,0.789368,-0.0769653,-0.175903,0.58313
58839,0.779602,-0.0836792,-0.177734,0.594666
58878,0.776245,-0.0791016,-0.221924,0.584778
58920,0.75708,-0.0720825,-0.296326,0.577759
58960,0.777039,-0.0484009,-0.279968,0.561707
59002,0.827576,0.0217285,-0.258179,0.497925
59041,0.844482,0.137756,-0.306885,0.416809
59081,0.831787,0.233643,-0.356384,0.355652
59123,0.84198,0.266724,-0.304138,0.356995
59163,0.85907,0.296753,-0.287903,0.301697
59205,0.842102,0.322021,-0.305298,0.306519
59244,0.843567,0.344666,-0.320984,0.258118
59284,0.834778,0.355591,-0.323792,0.267944
59325,0.823059,0.343018,-0.361755,0.272095
59365,0.815002,0.330994,-0.385681,0.27832
59409,0.830078,0.325439,-0.355957,0.279907
59448,0.846924,0.373047,-0.311157,0.216125
59489,0.833618,0.425476,-0.267273,0.229431
59529,0.819885,0.409546,-0.311096,0.251465
59569,0.807312,0.38031,-0.3479,0.287292
59609,0.810425,0.3396,-0.35144,0.322998
59649,0.791016,0.290466,-0.386963,0.37439
59690,0.795776,0.292847,-0.37561,0.374084
59730,0.797791,0.286255,-0.402832,0.345398
59772,0.773987,0.263733,-0.476807,0.32251
59813,0.792542,0.293823,-0.460083,0.271851
59856,0.841736,0.353943,-0.380554,0.14624
59894,0.857361,0.413086,-0.306274,-0.0217285
59935,0.824768,0.486389,-0.218201,-0.188599
59977,0.787537,0.539734,-0.12439,-0.270264
60015,0.763245,0.556152,-0.0685425,-0.321594
60056,0.77948,0.51123,-0.0280762,-0.361023
60098,0.793518,0.474976,-0.0108643,-0.38031
60137,0.80249,0.443604,-0.0098877,-0.398926
60178,0.799072,0.421326,-0.0161743,-0.42865
60220,0.776978,0.427917,-0.0043335,-0.46167
60258,0.75946,0.365906,-0.000305176,-0.537842
60299,0.77063,0.397461,-0.00927734,-0.498108
60341,0.827087,0.351807,-0.0421143,-0.43634
60380,0.817444,0.323425,-0.0362549,-0.47522
60422,0.824951,0.359436,-0.0522461,-0.433105
60460,0.798767,0.412476,-0.0488281,-0.435303
60504,0.802979,0.387695,-0.0480957,-0.450073
60544,0.837341,0.359131,-0.0974121,-0.400452
60583,0.841736,0.32782,-0.0767822,-0.422058
60624,0.821899,0.358582,-0.088623,-0.433594
60665,0.835327,0.306885,-0.123108,-0.439209
60707,0.833191,0.280273,-0.15155,-0.451965
60747,0.82135,0.346863,-0.118347,-0.437134
60788,0.821594,0.296021,-0.108215,-0.475037
60826,0.808838,0.326477,-0.118408,-0.474487
60867,0.840393,0.237366,-0.163696,-0.458862
60909,0.825378,0.26947,-0.171509,-0.465515
60949,0.830139,0.322144,-0.121094,-0.43866
60989,0.840271,0.297791,-0.159485,-0.424133
61031,0.862976,0.25061,-0.159851,-0.408569
61071,0.876221,0.148743,-0.21759,-0.403381
61111,0.855225,0.176331,-0.230469,-0.429382
61152,0.818298,0.262268,-0.175476,-0.480408
61193,0.803955,0.326172,-0.168213,-0.467957
61235,0.798401,0.31134,-0.14563,-0.494446
61274,0.808716,0.300598,-0.179016,-0.472839
61314,0.810303,0.296875,-0.194031,-0.466431
61356,0.809143,0.306824,-0.144043,-0.47998
61395,0.796265,0.313721,-0.127258,-0.501343
61437,0.796753,0.319214,-0.146973,-0.491577
61476,0.79895,0.307861,-0.158264,-0.49176
61517,0.805847,0.276672,-0.15094,-0.501282
61558,0.798462,0.246277,-0.153137,-0.527649
61598,0.770935,0.293213,-0.18689,-0.53363
61640,0.763611,0.318848,-0.174805,-0.533569
61679,0.745483,0.281433,-0.183594,-0.575623
61721,0.734924,0.303406,-0.196594,-0.57373
61760,0.729736,0.233643,-0.21936,-0.603943
61803,0.675354,0.210205,-0.246765,-0.662415
61842,0.628723,0.273254,-0.254028,-0.682312
61883,0.580017,0.324829,-0.23761,-0.708191
61923,0.563782,0.329712,-0.225769,-0.722778
61962,0.559082,0.378235,-0.247803,-0.695007
62006,0.535095,0.414429,-0.237549,-0.696777
62045,0.499146,0.431458,-0.230774,-0.715149
62086,0.475098,0.432251,-0.24054,-0.727722
62126,0.473145,0.44458,-0.245361,-0.719971
62167,0.467957,0.453979,-0.199158,-0.731628
62206,0.400696,0.427856,-0.183594,-0.789124
62247,0.292175,0.436768,-0.216003,-0.822937
62288,0.252869,0.341492,-0.199646,-0.882935
62329,0.248474,0.323792,-0.187683,-0.893433
62369,0.244751,0.281433,-0.16394,-0.913269
62409,0.204834,0.224548,-0.160339,-0.939087
62452,0.202881,0.251038,-0.177063,-0.929749
62492,0.229065,0.226685,-0.188354,-0.927734
62532,0.229004,0.221497,-0.218506,-0.922363
62574,0.15863,0.282104,-0.230103,-0.917786
62612,0.0090332,0.289551,-0.210022,-0.933777
62657,-0.0203857,0.237061,-0.194885,-0.951538
62693,0.0195923,0.219238,-0.190308,-0.956726
62735,-0.0250854,0.1828,-0.167908,-0.968384
62775,-0.0365601,0.214966,-0.222412,-0.950256
62817,-0.0778198,0.284119,-0.276367,-0.914795
62857,-0.0567627,0.233215,-0.27594,-0.930725
62898,-0.0133057,0.239746,-0.309692,-0.920044
62939,0.00823975,0.167114,-0.254761,-0.952393
62978,0.00482178,0.169556,-0.274597,-0.946472
63017,0.0323486,0.121765,-0.202759,-0.971069
63061,0.0380859,0.103699,-0.205505,-0.972412
63100,-0.00476074,0.21405,-0.271484,-0.938293
63142,-0.0325928,0.256409,-0.293213,-0.920471
63181,-0.101074,0.277893,-0.32019,-0.900024
63224,-0.191162,0.260132,-0.335022,-0.885193
63262,-0.202209,0.219055,-0.366516,-0.881348
63303,-0.231812,0.200867,-0.361694,-0.880371
63343,-0.282043,0.226868,-0.381042,-0.850708
63385,-0.304321,0.191833,-0.370972,-0.85614
63426,-0.275757,0.219299,-0.392395,-0.84967
63464,-0.262451,0.238647,-0.364197,-0.861145
63506,-0.311096,0.228394,-0.353333,-0.852173
63548,-0.335876,0.224426,-0.382446,-0.830994
63588,-0.377075,0.252686,-0.448547,-0.769958
63628,-0.487061,0.236816,-0.38623,-0.746704
63667,-0.546387,0.192322,-0.399109,-0.710754
63709,-0.542786,0.174683,-0.419617,-0.706238
63749,-0.537842,0.126038,-0.410461,-0.725464
63791,-0.526001,0.113037,-0.404419,-0.739624
63830,-0.505188,0.0985107,-0.392761,-0.762085
63872,-0.450623,0.0917358,-0.423767,-0.780334
63911,-0.443542,0.122681,-0.381592,-0.801636
63953,-0.48053,0.115662,-0.339966,-0.800049
63993,-0.502258,0.103699,-0.377747,-0.770874
64035,-0.600098,0.123169,-0.365906,-0.700562
64075,-0.734375,0.114563,-0.331116,-0.58136
64114,-0.771057,0.0640259,-0.295471,-0.560425
64155,-0.771912,0.0687256,-0.242554,-0.583557
64196,-0.807495,0.0604858,-0.16449,-0.563232
64237,-0.804749,0.0916748,-0.142517,-0.568909
64278,-0.830811,0.0724487,-0.0766602,-0.546448
64318,-0.825867,0.0630493,-0.104675,-0.550476
64358,-0.833679,0.0302124,-0.11969,-0.538208
64399,-0.826904,0.0228271,-0.168274,-0.536072
64441,-0.830994,0.0158081,-0.189575,-0.522766
64481,-0.831421,0.0426636,-0.194336,-0.518738
64522,-0.845398,0.0762329,-0.224243,-0.47876
64560,-0.840027,0.116577,-0.254517,-0.464783
64602,-0.825989,0.15094,-0.276245,-0.467529
64642,-0.766907,0.195801,-0.303345,-0.530579
64683,-0.569275,0.229004,-0.38147,-0.691345
64724,-0.447388,0.267151,-0.397705,-0.755188
64764,-0.422241,0.245972,-0.400513,-0.775085
64805,-0.394653,0.212891,-0.376404,-0.81073
64846,-0.39032,0.174683,-0.373718,-0.82312
64887,-0.385071,0.148438,-0.371826,-0.831543
64927,-0.367798,0.186035,-0.395813,-0.820618
64966,-0.382874,0.19104,-0.334839,-0.839539
65008,-0.370667,0.172363,-0.310242,-0.858276
65048,-0.361023,0.17218,-0.383667,-0.832397
65091,-0.378113,0.15863,-0.322632,-0.853088
65129,-0.3573,0.179321,-0.350281,-0.847046
65171,-0.381042,0.166443,-0.291321,-0.861572
65210,-0.388245,0.152588,-0.324036,-0.849121
65250,-0.372253,0.139832,-0.356812,-0.845337
65292,-0.3526,0.122742,-0.302734,-0.876892
65332,-0.355957,0.134399,-0.298584,-0.875244
65373,-0.370789,0.151184,-0.264526,-0.877319
65412,-0.254211,0.144714,-0.38208,-0.876587
65455,-0.195435,0.177795,-0.400146,-0.877502
65496,-0.175903,0.231567,-0.39209,-0.872742
65537,-0.201416,0.239075,-0.362,-0.878174
65576,-0.203857,0.246948,-0.339172,-0.884521
65614,-0.231934,0.228149,-0.331848,-0.885437
65656,-0.236694,0.201172,-0.312927,-0.897522
65697,-0.255249,0.242371,-0.338928,-0.872498
65739,-0.33136,0.227722,-0.313049,-0.860413
65779,-0.349243,0.200073,-0.37915,-0.833191
65818,-0.362854,0.184387,-0.378723,-0.831238
65860,-0.393005,0.189026,-0.328064,-0.837952
65899,-0.406128,0.209045,-0.33728,-0.823181
65940,-0.396057,0.181213,-0.330261,-0.837402
65981,-0.383179,0.181824,-0.257385,-0.868225
66024,-0.351135,0.157959,-0.220703,-0.896118
66064,-0.243713,0.103271,-0.174438,-0.948425
66104,-0.211731,0.0435791,-0.116455,-0.96936
66146,-0.213562,0.0317993,-0.112427,-0.96991
66185,-0.219238,0.0531616,-0.101074,-0.968933
66225,-0.220337,0.0192261,-0.0523071,-0.973816
66266,-0.179749,0.000427246,-0.00494385,-0.983704
66308,-0.166138,0.00878906,0.0202637,-0.98584
66347,-0.071228,0.0630493,-0.00134277,-0.995483
66388,0.085144,0.138306,0.0115967,-0.986633
66429,0.031189,0.172668,0.072876,-0.981812
66469,0.0670776,0.188843,0.102234,-0.974365
66509,0.280945,0.259155,0.0612793,-0.922058
66549,0.432861,0.345642,0.0344849,-0.831848
66591,0.453369,0.425781,0.0631104,-0.780518
66632,0.454163,0.452515,0.0663452,-0.764526
66673,0.486694,0.423157,0.050354,-0.762573
66711,0.48999,0.414917,0.0320435,-0.765991
66754,0.477112,0.450806,0.015625,-0.754211
66793,0.478882,0.442261,-0.0119629,-0.75824
66836,0.50531,0.459656,0.0488892,-0.728699
66875,0.493774,0.459229,0.0838623,-0.733704
66914,0.49823,0.389526,0.0455322,-0.773254
66957,0.515808,0.33728,0.019165,-0.787292
66997,0.498596,0.343506,-0.0148926,-0.795715
67037,0.508362,0.306763,0.0209961,-0.804382
67078,0.499878,0.327942,0.038269,-0.800659
67117,0.493103,0.300354,0.053894,-0.814697
67160,0.484863,0.318054,0.0870972,-0.810059
67198,0.444946,0.328613,0.0609131,-0.830872
67240,0.41333,0.300232,0.0593262,-0.857605
67282,0.379883,0.290466,0.13501,-0.867798
67323,0.399841,0.224182,0.136719,-0.878174
67361,0.396667,0.16217,0.131104,-0.893982
67404,0.387878,0.144897,0.131836,-0.900635
67443,0.399414,0.102173,0.128479,-0.901978
67484,0.345154,0.13147,0.148987,-0.917297
67524,0.378052,0.132751,0.149292,-0.903992
67565,0.370178,0.0877686,0.145325,-0.91333
67604,0.277893,0.0916138,0.162842,-0.942261
67646,0.254578,0.154968,0.163086,-0.940552
67687,0.268982,0.209351,0.151367,-0.927856
67727,0.260315,0.217773,0.158447,-0.927185
67769,0.243774,0.217285,0.167664,-0.930176
67807,0.220154,0.20166,0.158569,-0.941101
67849,0.201599,0.177734,0.156555,-0.950378
67890,0.211609,0.155334,0.186462,-0.946716
67930,0.197754,0.155334,0.192017,-0.948608
67973,0.2146,0.13031,0.200928,-0.946899
68011,0.214417,0.153564,0.188965,-0.945923
68051,0.191528,0.230713,0.184753,-0.935913
68093,0.217957,0.259949,0.215881,-0.915588
68132,0.194214,0.269348,0.229919,-0.914795
68176,0.221375,0.298523,0.190613,-0.908569
68213,0.289307,0.305664,0.205994,-0.883423
68256,0.320679,0.316772,0.235901,-0.860901
68294,0.310791,0.313538,0.247375,-0.862488
68336,0.336609,0.301331,0.271423,-0.849854
68376,0.334106,0.305786,0.282715,-0.845581
68416,0.318909,0.312927,0.284973,-0.848022
68457,0.329163,0.291443,0.304199,-0.845093
68499,0.31189,0.305786,0.298462,-0.848633
68539,0.304688,0.347168,0.290283,-0.838074
68580,0.338135,0.313904,0.32666,-0.82489
68622,0.318787,0.299927,0.33667,-0.833679
68661,0.290894,0.328796,0.310425,-0.84314
68700,0.324768,0.301636,0.329651,-0.833618
68742,0.335571,0.252686,0.354248,-0.835449
68781,0.282349,0.28363,0.32428,-0.857117
68824,0.252991,0.291626,0.305115,-0.870544
68863,0.216309,0.292908,0.246948,-0.89801
68906,0.18219,0.309692,0.181885,-0.915344
68944,0.197205,0.317444,0.143127,-0.916443
68984,0.227844,0.296387,0.173218,-0.911194
69026,0.246033,0.259827,0.205444,-0.910889
69067,0.26532,0.27356,0.203125,-0.901978
69109,0.263306,0.288757,0.19696,-0.89917
69147,0.260437,0.281311,0.192078,-0.903381
69189,0.224426,0.218933,0.191772,-0.929993
69228,0.120728,0.0403442,0.151428,-0.980225
69271,0.128723,-0.0265503,0.110107,-0.985168
69309,0.123657,-0.090332,0.11792,-0.98114
69349,0.13562,-0.121887,0.117371,-0.976196
69392,0.155212,-0.171936,0.136292,-0.963196
69432,0.154541,-0.139343,0.14502,-0.967285
69473,0.126282,-0.177063,0.125793,-0.967957
69512,0.112671,-0.184387,0.12738,-0.968018
69554,0.0830688,-0.107422,0.0787964,-0.98761
69593,0.013916,-0.0837402,0.0286865,-0.995972
69635,0.0523682,-0.0776367,0.00598145,-0.995605
69676,0.026062,-0.0769653,-0.0206299,-0.99646
69716,-0.00744629,-0.0670776,-0.0480347,-0.996582
69758,-0.0390625,-0.0360718,-0.0995483,-0.993591
69796,-0.0558472,-0.0384521,-0.151855,-0.986084
69839,-0.119324,-0.148132,-0.169617,-0.96698
69878,-0.149902,-0.215454,-0.171631,-0.949585
69920,-0.154785,-0.237122,-0.174561,-0.943054
69960,-0.142395,-0.28363,-0.152161,-0.936035
69999,-0.121643,-0.345581,-0.12207,-0.922424
70041,-0.121155,-0.352173,-0.0922241,-0.923462
70082,-0.126221,-0.318542,-0.0858154,-0.935547
70122,-0.128113,-0.345642,-0.0509033,-0.928162
70161,-0.105835,-0.317627,-0.0508423,-0.940918
70203,-0.0562744,-0.313782,-0.00769043,-0.947815
70242,-0.0723267,-0.327698,0.00164795,-0.942017
70285,-0.0480347,-0.291016,0.0177612,-0.955383
70326,-0.0470581,-0.290405,0.0616455,-0.953735
70365,-0.0658569,-0.291382,0.0827026,-0.950745
70406,-0.083252,-0.317017,0.0991211,-0.939575
70445,-0.102966,-0.33783,0.0908813,-0.931152
70489,-0.0925903,-0.362183,0.122925,-0.919312
70528,-0.09021,-0.407349,0.145203,-0.897095
70568,-0.0775757,-0.397888,0.113892,-0.907043
70609,-0.0908203,-0.384888,0.101135,-0.912903
70649,-0.138367,-0.438477,0.122742,-0.879517
70690,-0.173706,-0.457947,0.113892,-0.86438
70729,-0.195374,-0.49231,0.13739,-0.837036
70773,-0.191956,-0.490173,0.147583,-0.837341
70810,-0.178345,-0.455139,0.111938,-0.865173
70852,-0.165344,-0.443115,0.105225,-0.874756
70892,-0.197327,-0.478943,0.18042,-0.836121
70933,-0.258667,-0.494873,0.187683,-0.808044
70975,-0.270569,-0.502075,0.185547,-0.800171
71016,-0.213013,-0.469238,0.145081,-0.844604
71054,-0.0112915,-0.333313,0.184692,-0.9245
71094,0.225708,-0.194824,0.264771,-0.917053
71137,0.380737,-0.0634155,0.286987,-0.876709
71176,0.553345,0.107361,0.250061,-0.787231
71219,0.678467,0.312744,0.164368,-0.644104
71259,0.72937,0.424744,0.118652,-0.52301
71298,0.756958,0.453003,0.0722656,-0.465393
71339,0.7547,0.459595,0.0794678,-0.461365
71379,0.741272,0.475464,0.120422,-0.458191
71421,0.742798,0.455139,0.103821,-0.479919
71460,0.75769,0.446899,0.0794067,-0.468933
71503,0.773438,0.433472,0.0640869,-0.458069
71541,0.772095,0.441711,0.0973511,-0.44635
71584,0.80304,0.426086,0.0738525,-0.410095
71624,0.801575,0.430237,0.0886841,-0.405701
71663,0.770447,0.420349,0.0966187,-0.469421
71704,0.74939,0.423889,0.0789185,-0.502563
71745,0.762695,0.416931,0.0420532,-0.492676
71787,0.743225,0.420227,0.0849609,-0.513672
71827,0.759949,0.422302,0.098938,-0.484131
71866,0.780884,0.38623,0.112061,-0.477905
71907,0.774475,0.483521,0.155273,-0.377136
71946,0.750427,0.57373,0.216858,-0.246216
71989,0.742249,0.579407,0.273438,-0.196472
72029,0.749756,0.571472,0.269836,-0.196106
72072,0.737061,0.593628,0.278503,-0.163696
72110,0.719116,0.60083,0.325989,-0.124695
72151,0.708374,0.603638,0.348022,-0.112915
72192,0.733826,0.588745,0.332947,-0.0637817
72233,0.7677,0.552856,0.308411,-0.0991211
72273,0.813416,0.510193,0.265015,-0.0886841
72313,0.827881,0.46991,0.288879,-0.101868
72354,0.77771,0.483154,0.356934,-0.185181
72393,0.687073,0.521484,0.38623,-0.326782
72436,0.717163,0.533752,0.330505,-0.302551
72476,0.814819,0.481689,0.279724,-0.160522
72515,0.862915,0.391113,0.299927,-0.111755
72558,0.880554,0.357727,0.30127,-0.0767822
72596,0.880493,0.352112,0.309387,-0.0708008
72639,0.8703,0.403687,0.281921,-0.0114136
72677,0.878296,0.416016,0.233154,0.0332031
72720,0.860107,0.422607,0.285339,-0.0133057
72761,0.875122,0.396912,0.268555,-0.0670776
72800,0.863281,0.4021,0.272766,-0.136414
72842,0.842041,0.423462,0.282654,-0.178162
72882,0.832153,0.437805,0.299377,-0.162048
72922,0.804932,0.442932,0.366333,-0.147217
72963,0.800171,0.432983,0.387085,-0.149719
73004,0.773865,0.46521,0.411377,-0.124451
73043,0.77063,0.474426,0.413635,-0.100159
73085,0.804138,0.473572,0.355835,-0.0502319
73125,0.841858,0.443298,0.307861,0.00408936
73165,0.843628,0.433533,0.314148,0.0408936
73207,0.815063,0.450134,0.360779,0.053772
73247,0.767212,0.487549,0.416687,-0.00750732
73289,0.746826,0.483582,0.44812,-0.0869751
73328,0.719482,0.520508,0.444214,-0.118591
73369,0.720276,0.535889,0.438293,-0.0442505
73409,0.760864,0.504028,0.408691,-0.00476074
73449,0.812927,0.454041,0.36377,0.0253906
73490,0.839661,0.408081,0.357666,0.0234375
73531,0.804443,0.459595,0.350525,0.136963
73572,0.81073,0.431946,0.377075,0.117981
73611,0.812012,0.407593,0.414063,0.0551758
73653,0.810425,0.417847,0.406799,0.0560303
73693,0.800537,0.402344,0.443665,0.0201416
73733,0.790833,0.415649,0.447937,0.0341797
73774,0.822571,0.40033,0.403748,0.00958252
73814,0.829529,0.400879,0.388855,0.000732422
73856,0.840576,0.385254,0.373718,-0.0730591
73896,0.84906,0.388306,0.348083,-0.0846558
73938,0.849121,0.404541,0.335815,-0.0504761
73978,0.844116,0.411499,0.339661,-0.0526123
74018,0.85907,0.39856,0.313904,-0.067627
74059,0.859619,0.397217,0.312988,-0.0728149
74098,0.859985,0.38623,0.315979,-0.106812
74140,0.825256,0.419739,0.354675,-0.130249
74182,0.812561,0.451111,0.351379,-0.112793
74222,0.795532,0.462402,0.371094,-0.125
74262,0.803711,0.455872,0.364563,-0.11554
74304,0.824707,0.439941,0.34082,-0.100952
74341,0.818726,0.445374,0.355896,-0.0680542
74382,0.825867,0.442444,0.339844,-0.0818481
74423,0.828064,0.440918,0.32959,-0.106018
74463,0.826904,0.420471,0.303528,-0.217407
74506,0.804993,0.43866,0.246582,-0.314331
74546,0.784363,0.434753,0.200745,-0.394348
74586,0.783936,0.459045,0.175842,-0.37915
74628,0.80603,0.417358,0.122986,-0.401245
74670,0.830505,0.390686,0.086731,-0.387451
74708,0.836609,0.391479,0.116028,-0.365234
74748,0.834167,0.400452,0.112183,-0.362183
74790,0.808289,0.445496,0.146667,-0.355957
74829,0.783081,0.45929,0.15564,-0.389404
74871,0.772156,0.442139,0.160156,-0.427307
74911,0.708923,0.463806,0.228516,-0.479675
74952,0.668518,0.511475,0.250732,-0.478088
74992,0.716187,0.573425,0.204163,-0.341553
75031,0.772461,0.581238,0.204956,-0.153076
75075,0.8078,0.511536,0.267029,-0.120178
75114,0.837158,0.473572,0.252014,-0.106445
75155,0.853027,0.464661,0.216553,-0.0975952
75194,0.846924,0.476196,0.196411,-0.131958
75235,0.815125,0.473877,0.21582,-0.253784
75276,0.69751,0.481873,0.236084,-0.474915
75317,0.641785,0.485352,0.2229,-0.550354
75358,0.637024,0.512573,0.158875,-0.553345
75397,0.619019,0.46521,0.15271,-0.614014
75439,0.664673,0.473389,0.128601,-0.563599
75479,0.710938,0.520874,0.134949,-0.45282
75521,0.707825,0.550476,0.174988,-0.406616
75561,0.722839,0.541443,0.155579,-0.400208
75600,0.738281,0.540771,0.1427,-0.377075
75642,0.763245,0.514771,0.135925,-0.365967
75683,0.752136,0.526184,0.156738,-0.364441
75723,0.71991,0.57074,0.210571,-0.334167
75765,0.700439,0.589905,0.222107,-0.334717
75806,0.6698,0.601074,0.199158,-0.387817
75843,0.678772,0.59668,0.199036,-0.378967
75885,0.696289,0.559937,0.21405,-0.394836
75926,0.72052,0.527527,0.228394,-0.387817
75966,0.726563,0.500793,0.255981,-0.394775
76008,0.72821,0.506775,0.223389,-0.403687
76046,0.762085,0.489807,0.186523,-0.380127
76089,0.782898,0.475342,0.181213,-0.358093
76128,0.785828,0.476807,0.236023,-0.315308
76170,0.75824,0.514648,0.241455,-0.319275
76210,0.772339,0.512939,0.197693,-0.318298
76251,0.766663,0.506897,0.202209,-0.338257
76291,0.763245,0.501038,0.233582,-0.334473
76331,0.748169,0.522705,0.222168,-0.343018
76373,0.738098,0.54425,0.239441,-0.318909
76415,0.707397,0.56012,0.247253,-0.353149
76454,0.695129,0.571777,0.233643,-0.367798
76494,0.711853,0.558716,0.215637,-0.366882
